AÑO_INFRACCION,MES_INFRACCION,COD_INFRACCION,DESC_INFRACCION,TIPO_INFRACCION,SERVICIO_VEHICULO_INFRACTOR,CLASE_VEHICULO_INFRACTOR,CANTIDAD_INFRACCIONES
2023,3,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMION,1
2023,3,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMIONETA,1
2023,3,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,MOTOCICLETA,5
2023,3,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PUBLICO,AUTOMOVIL,1
2023,3,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PUBLICO,BUS,1
2023,3,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PUBLICO,CAMIONETA,1
2023,3,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,AUTOMOVIL,5
2023,3,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,CAMION,1
2023,3,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,TRACTO/CAMION,2
2023,3,B20,"Transportar carne, pescado o alimentos fácilmente corruptibles,  en vehículos que no cumplan las condiciones fijadas por el Ministerio de Transporte",Transito,PARTICULAR,AUTOMOVIL,1
2023,3,B20,"Transportar carne, pescado o alimentos fácilmente corruptibles,  en vehículos que no cumplan las condiciones fijadas por el Ministerio de Transporte",Transito,PARTICULAR,CAMIONETA,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,OFICIAL,AUTOMOVIL,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,OFICIAL,MOTOCICLETA,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,AUTOMOVIL,177
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMION,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMIONETA,36
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMPERO,12
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,MOTOCARRO,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,MOTOCICLETA,46
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,AUTOMOVIL,19
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,BUS,2
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMIONETA,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,MICROBUS,1
2023,3,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,VOLQUETA,1
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,OFICIAL,CAMIONETA,1
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,AUTOMOVIL,4
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMIONETA,4
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMPERO,1
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,VOLQUETA,1
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,AUTOMOVIL,15
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMION,5
2023,3,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMIONETA,1
2023,3,C04,Estacionar un vehículo sin tomar las precauciones,Transito,PARTICULAR,AUTOMOVIL,1
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,AUTOMOVIL,2
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMION,1
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMIONETA,3
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMPERO,1
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,AUTOMOVIL,3
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,BUS,2
2023,3,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,CAMIONETA,4
2023,3,C10,Conducir un vehículo con una o varias puertas abiertas,Transito,PUBLICO,BUS,2
2023,3,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,585
2023,3,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,1
2023,3,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,CAMION,1
2023,3,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,TRACTO/CAMION,4
2023,3,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,VOLQUETA,5
2023,3,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,MOTOCICLETA,6
2023,3,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,AUTOMOVIL,7
2023,3,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUS,42
2023,3,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUSETA,5
2023,3,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,MICROBUS,2
2023,3,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,CAMIONETA,1
2023,3,C23,"Impartir en vías públicas al público enseñanza práctica para conducir, sin estar autorizado para ello",Transito,PARTICULAR,MOTOCICLETA,1
2023,3,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,MOTOCICLETA,81
2023,3,C25,Transitar sin atender alguna de las siguientes reglas,Transito,PARTICULAR,MOTOCICLETA,1
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,AUTOMOVIL,15
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMIONETA,1
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMPERO,1
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCARRO,1
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCICLETA,19
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,AUTOMOVIL,6
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,BUS,4
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,CAMION,2
2023,3,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PUBLICO,TRACTO/CAMION,1
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,8
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,BICICLETA O TRICICLO,1
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,1
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,3
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,2
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,2
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,249
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,11
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,BUS,1
2023,3,C35,"No realizar la revisión técnico-mecánica y de emisiones contaminantes en los siguientes plazos o cuando aun portando los certificados correspondientes no cuenta con las siguientes condiciones técnico mecánica y de emisiones contaminantes, además el vehículo será inmovilizado",Transito,PUBLICO,CAMION,1
2023,3,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,AUTOMOVIL,7
2023,3,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMIONETA,2
2023,3,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PARTICULAR,CAMPERO,1
2023,3,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,CAMIONETA,1
2023,3,C38,"Usar sistemas móviles de comunicaciones o teléfonos instalados en los vehículos al momento de conducir, exceptuando si éstos son utilizados con accesorios o equipos auxiliares que permitan tener las manos libres",Transito,PUBLICO,TRACTO/CAMION,1
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,AUTOMOVIL,3
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMION,1
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,CAMIONETA,1
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCARRO,2
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PARTICULAR,MOTOCICLETA,106
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,AUTOMOVIL,1
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,CAMION,2
2023,3,D01,"Guiar un vehículo sin haber obtenido la licencia de conducción correspondiente. Además, el vehículo será inmovilizado en el lugar de los hechos hasta que éste sea retirado por una persona autorizada por el infractor que tenga licencia de conducción",Transito,PUBLICO,CAMIONETA,1
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,7
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMIONETA,4
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,1
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,2
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,191
2023,3,D02,"Conducir sin portar el Seguro Obligatorio de Accidentes de tránsito ordenado por la ley. Además, el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,3
2023,3,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,AUTOMOVIL,13
2023,3,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,CAMIONETA,1
2023,3,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PARTICULAR,MOTOCICLETA,31
2023,3,D03,"Transitar en sentido contrario al estipulado para la vía, calzada o carril. En el caso de motocicletas se procederá a su inmovilización hasta tanto no se pague el valor dela multa o la autoridad competente decida sobre la imposición en los términos de los art 135,136 del CNT",Transito,PUBLICO,AUTOMOVIL,3
2023,3,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,AUTOMOVIL,4
2023,3,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PARTICULAR,MOTOCICLETA,6
2023,3,D04,"No detenerse ante luz roja o amarilla de semáforo,una señal de PARE,un semáforo intermitente en rojo. En el caso de motocicletas se procederá a la inmovilización hasta tanto no pague el valor de la multa o a la autoridad competente decida sobre si imposición en los términos de los art 135,136 CNT",Transito,PUBLICO,AUTOMOVIL,1
2023,3,D05,"Conducir un vehículo sobre aceras,plazas,vías peatonales,separadores,bermas,demarcaciones de canalización,zonas verdes o vías especiales para vehículos,en caso de motocicletas se procederá a la inmovilización o la autoridad competente decida sobre la imposición en los términos de art 135,136 CNT",Transito,PARTICULAR,CAMIONETA,1
2023,3,D05,"Conducir un vehículo sobre aceras,plazas,vías peatonales,separadores,bermas,demarcaciones de canalización,zonas verdes o vías especiales para vehículos,en caso de motocicletas se procederá a la inmovilización o la autoridad competente decida sobre la imposición en los términos de art 135,136 CNT",Transito,PARTICULAR,CAMPERO,1
2023,3,D05,"Conducir un vehículo sobre aceras,plazas,vías peatonales,separadores,bermas,demarcaciones de canalización,zonas verdes o vías especiales para vehículos,en caso de motocicletas se procederá a la inmovilización o la autoridad competente decida sobre la imposición en los términos de art 135,136 CNT",Transito,PARTICULAR,MOTOCICLETA,14
2023,3,D05,"Conducir un vehículo sobre aceras,plazas,vías peatonales,separadores,bermas,demarcaciones de canalización,zonas verdes o vías especiales para vehículos,en caso de motocicletas se procederá a la inmovilización o la autoridad competente decida sobre la imposición en los términos de art 135,136 CNT",Transito,PUBLICO,TRACTO/CAMION,1
2023,3,D07,"Conducir realizando maniobras altamente peligrosas,siempre y cuando ponga en peligro a las personas o cosas y que constituya conductas dolosas o altamente imprudentes. En caso de las motocicletas se inmovilizaran hasta tanto pague la multa",Transito,PARTICULAR,AUTOMOVIL,2
2023,3,D07,"Conducir realizando maniobras altamente peligrosas,siempre y cuando ponga en peligro a las personas o cosas y que constituya conductas dolosas o altamente imprudentes. En caso de las motocicletas se inmovilizaran hasta tanto pague la multa",Transito,PARTICULAR,MOTOCICLETA,3
2023,3,D07,"Conducir realizando maniobras altamente peligrosas,siempre y cuando ponga en peligro a las personas o cosas y que constituya conductas dolosas o altamente imprudentes. En caso de las motocicletas se inmovilizaran hasta tanto pague la multa",Transito,PUBLICO,AUTOMOVIL,2
2023,3,D08,"Conducir un vehículo sin luces o sin los dispositivos luminosos deposición, direccionales o de freno, o con alguna de ellas dañadas, en las horas y circunstancias señaladas, además  el vehículo será inmovilizado cuando no le funcionen dos (2) o más de estas luces",Transito,PUBLICO,AUTOMOVIL,1
2023,3,D12,"Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días",Transito,PARTICULAR,AUTOMOVIL,16
2023,3,D12,"Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días",Transito,PARTICULAR,CAMIONETA,2
2023,3,D12,"Conducir un vehículo que, sin la debida autorización se destine a un servicio diferente de aquel para la cual tiene licencia de tránsito.  Además el vehículo será inmovilizado por primera vez por el término de cinco días, por segunda vez veinte días y por tercera vez cuarenta días",Transito,PARTICULAR,MOTOCICLETA,1
2023,3,F,"Conducir en estado de embriaguez, con grado 0 y primer reincidencia",Transito,PARTICULAR,AUTOMOVIL,1
2023,3,F,"Conducir en estado de embriaguez, con grado 0 y primer reincidencia",Transito,PARTICULAR,MOTOCICLETA,1
2023,3,F,"Conducir en estado de embriaguez, con grado 1 y primera reincidencia",Transito,PARTICULAR,AUTOMOVIL,2
2023,3,F,"Conducir en estado de embriaguez, con grado 1 y primera reincidencia",Transito,PARTICULAR,CAMIONETA,1
2023,3,F,"Conducir en estado de embriaguez, con grado 1 y primera reincidencia",Transito,PARTICULAR,MOTOCICLETA,2
2023,3,F,"Conducir en estado de embriaguez, con grado 2 y primera reincidencia",Transito,PARTICULAR,AUTOMOVIL,2
2023,3,F,"Conducir en estado de embriaguez, con grado 2 y segunda reincidencia",Transito,PARTICULAR,MOTOCICLETA,1
2023,3,F,"Conducir en estado de embriaguez, con grado 3 y primera reincidencia",Transito,PARTICULAR,AUTOMOVIL,2
2023,3,F,"Conducir en estado de embriaguez, con grado 3 y primera reincidencia",Transito,PARTICULAR,CAMIONETA,1
2023,3,F,"Conducir en estado de embriaguez, con grado 3 y primera reincidencia",Transito,PARTICULAR,MOTOCICLETA,1
2023,3,F,Negarse a realizar las pruebas,Transito,PARTICULAR,AUTOMOVIL,3
2023,3,F,Negarse a realizar las pruebas,Transito,PARTICULAR,CAMIONETA,2
2023,3,F,Negarse a realizar las pruebas,Transito,PARTICULAR,CAMPERO,2
2023,3,F,Negarse a realizar las pruebas,Transito,PARTICULAR,MOTOCICLETA,7
2023,3,F06,Actuar de manera que ponga en peligro su integridad física,Transito,Otros,Otros,7
2023,3,G02,"Los peatones y ciclistas que no cumplan con las disposiciones del Código, serán amonestados serán amonestados por la autoridad de tránsito competente y deberán asistir a un curso informativo dictado por las autoridades de tránsito",Transito,Otros,Otros,2
2023,3,H02,"El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,11
2023,3,H02,"El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado",Transito,PARTICULAR,CAMPERO,1
2023,3,H02,"El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,69
2023,3,H02,"El conductor que no porte la licencia de tránsito, además el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,Otros,Otros,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,OFICIAL,MOTOCICLETA,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PARTICULAR,AUTOMOVIL,19
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PARTICULAR,CAMION,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PARTICULAR,CAMIONETA,2
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PARTICULAR,CAMPERO,2
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PARTICULAR,MOTOCICLETA,36
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,AUTOMOVIL,8
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,BUS,8
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,CAMION,2
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,CAMIONETA,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,MICROBUS,1
2023,3,H03,"El conductor, pasajero o peatón, que obstaculice, perjudique o ponga en riesgo a las demás personas o que no cumplan las normas y señales de tránsito que les sean aplicables o no obedezca las indicaciones que les den las autoridades de tránsito",Transito,PUBLICO,TRACTO/CAMION,1
2023,3,H05,El conductor que no respete la prelación de paso en intersecciones o giros según la clasificación de las vías,Transito,PARTICULAR,MOTOCICLETA,3
2023,3,H10,Los conductores de vehículos no automotores que incurran en las siguientes infracciones,Transito,Otros,Otros,2
2023,3,H13,Las demás conductas que constituyan infracción a las normas de tránsito y que no se encuentren descritas en este acto administrativo,Transito,Otros,Otros,1
