AÑO_INFRACCION,MES_INFRACCION,COD_INFRACCION,DESC_INFRACCION,TIPO_INFRACCION,SERVICIO_VEHICULO_INFRACTOR,CLASE_VEHICULO_INFRACTOR,CANTIDAD_INFRACCIONES
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,AUTOMOVIL,6
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,BUSETA,2
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,CAMION,3
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,CAMIONETA,1
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,MICROBUS,4
2022,1,587,Cuando se compruebe la inexistencia o alteración de los documentos que sustentan la operación del vehículo y sólo por el tiempo requerido para clarificar los hechos.,Transporte,PUBLICO,TRACTO/CAMION,1
2022,1,590,"Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.",Transporte,PUBLICO,AUTOMOVIL,37
2022,1,590,"Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.",Transporte,PUBLICO,CAMIONETA,1
2022,1,590,"Cuando se compruebe que el equipo está prestando un servicio no autorizado, entendiéndose como aquel servicio que se preta a través de un vehículo automotor de servicio público sin el permiso, o cuando se preste contrariando las condiciones iniciales.",Transporte,PUBLICO,MICROBUS,2
2022,1,A01,No transitar por la derecha de la vía,Transito,Otros,BICICLETA O TRICICLO,6
2022,1,A01,No transitar por la derecha de la vía,Transito,Otros,Otros,7
2022,1,A01,No transitar por la derecha de la vía,Transito,Otros,BICICLETA O TRICICLO,1
2022,1,A01,No transitar por la derecha de la vía,Transito,Otros,Otros,4
2022,1,A02,Agarrarse de otro vehículo en movimiento,Transito,Otros,BICICLETA O TRICICLO,1
2022,1,A02,Agarrarse de otro vehículo en movimiento,Transito,Otros,Otros,1
2022,1,A02,Agarrarse de otro vehículo en movimiento,Transito,Otros,BICICLETA O TRICICLO,1
2022,1,A03,Transportar personas o cosas que disminuyen su visibilidad eincomoden la conducción,Transito,Otros,Otros,2
2022,1,A03,Transportar personas o cosas que disminuyen su visibilidad eincomoden la conducción,Transito,Otros,Otros,3
2022,1,A05,No respetar las señales de tránsito,Transito,Otros,BICICLETA O TRICICLO,13
2022,1,A05,No respetar las señales de tránsito,Transito,Otros,Otros,29
2022,1,A05,No respetar las señales de tránsito,Transito,Otros,BICICLETA O TRICICLO,2
2022,1,A05,No respetar las señales de tránsito,Transito,Otros,Otros,18
2022,1,A06,Transitar sin los dispositivos luminosos requeridos,Transito,Otros,BICICLETA O TRICICLO,10
2022,1,A06,Transitar sin los dispositivos luminosos requeridos,Transito,Otros,TRACCION ANIMAL,1
2022,1,A06,Transitar sin los dispositivos luminosos requeridos,Transito,Otros,Otros,4
2022,1,A07,"Transitar sin dispositivos que permitan la parada inmediata o con ellos, pero en estado defectuoso",Transito,Otros,Otros,1
2022,1,A07,"Transitar sin dispositivos que permitan la parada inmediata o con ellos, pero en estado defectuoso",Transito,Otros,Otros,3
2022,1,A08,"Transitar por zonas prohibidas o, por aquellas vías en donde las autoridades competentes lo prohíban o, conducir por vías diferentes a aquellas especialmente diseñadas para ello cuando las hubiere",Transito,Otros,BICICLETA O TRICICLO,23
2022,1,A08,"Transitar por zonas prohibidas o, por aquellas vías en donde las autoridades competentes lo prohíban o, conducir por vías diferentes a aquellas especialmente diseñadas para ello cuando las hubiere",Transito,Otros,Otros,16
2022,1,A08,"Transitar por zonas prohibidas o, por aquellas vías en donde las autoridades competentes lo prohíban o, conducir por vías diferentes a aquellas especialmente diseñadas para ello cuando las hubiere",Transito,Otros,TRACCION ANIMAL,1
2022,1,A08,"Transitar por zonas prohibidas o, por aquellas vías en donde las autoridades competentes lo prohíban o, conducir por vías diferentes a aquellas especialmente diseñadas para ello cuando las hubiere",Transito,PARTICULAR,BICICLETA O TRICICLO,1
2022,1,A08,"Transitar por zonas prohibidas o, por aquellas vías en donde las autoridades competentes lo prohíban o, conducir por vías diferentes a aquellas especialmente diseñadas para ello cuando las hubiere",Transito,Otros,Otros,19
2022,1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,Transito,Otros,BICICLETA O TRICICLO,12
2022,1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,Transito,Otros,Otros,25
2022,1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,Transito,PARTICULAR,BICICLETA O TRICICLO,2
2022,1,A11,Transitar por zonas restringidas o por vías de alta velocidad como autopistas y arterias,Transito,Otros,Otros,1
2022,1,A12,"Prestar servicio público con este tipo de vehículos. El vehículo será inmovilizado por primera vez por 5 días, 20 días por segunda vez y 40 días por tercera vez",Transito,Otros,BICICLETA O TRICICLO,3
2022,1,A12,"Prestar servicio público con este tipo de vehículos. El vehículo será inmovilizado por primera vez por 5 días, 20 días por segunda vez y 40 días por tercera vez",Transito,Otros,Otros,3
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,Otros,Otros,1
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,OFICIAL,MOTOCICLETA,1
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,AUTOMOVIL,61
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,CAMION,8
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,CAMIONETA,33
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,CAMPERO,2
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,MOTOCARRO,8
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PARTICULAR,MOTOCICLETA,1018
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,AUTOMOVIL,93
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,BUS,2
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,BUSETA,1
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,CAMION,10
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,CAMIONETA,6
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,MICROBUS,6
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,PUBLICO,VOLQUETA,1
2022,1,B01,Conducir un vehículo sin llevar consigo la licencia de conducción,Transito,Otros,AUTOMOVIL,1
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PARTICULAR,AUTOMOVIL,11
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PARTICULAR,CAMION,2
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PARTICULAR,CAMIONETA,8
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PARTICULAR,MOTOCICLETA,4
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PARTICULAR,VOLQUETA,1
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,AUTOMOVIL,122
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,BUS,1
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,BUSETA,1
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,CAMION,5
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,CAMIONETA,5
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,MICROBUS,9
2022,1,B02,Conducir un vehículo con la licencia de conducción vencida,Transito,PUBLICO,VOLQUETA,1
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,Otros,Otros,2
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,AUTOMOVIL,36
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMION,3
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMIONETA,12
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,CAMPERO,3
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,MOTOCARRO,1
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,MOTOCICLETA,31
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PARTICULAR,VOLQUETA,1
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PUBLICO,AUTOMOVIL,1
2022,1,B03,"Conducir un vehículo sin placas,no portarlas en el extremo delantero o trasero,portarlas con obstáculos o en condiciones que dificulten su plena identificación,distintivos similares a éstas, sin el permiso vigente expedido por autoridad de tránsito",Transito,PUBLICO,CAMIONETA,1
2022,1,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,AUTOMOVIL,2
2022,1,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,CAMIONETA,2
2022,1,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,CAMPERO,2
2022,1,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PARTICULAR,MOTOCICLETA,3
2022,1,B04,"Conducir un vehículo con placas adulteradas, retocadas o alteradas",Transito,PUBLICO,CAMIONETA,1
2022,1,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,CAMIONETA,3
2022,1,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PARTICULAR,MOTOCICLETA,1
2022,1,B07,No informar a la autoridad de tránsito competente el cambio de motor o color de un vehículo,Transito,PUBLICO,AUTOMOVIL,1
2022,1,B10,"Conducir un vehículo con vidrios polarizados, entintados u oscurecidos, sin portar el permiso respectivo, de acuerdo a la reglamentación existente sobre la materia o, no llevar el vehículo de servicio público colectivo urbano todos los vidrios transparentes",Transito,PUBLICO,BUS,1
2022,1,B11,"Conducir un vehículo con propaganda, publicidad o adhesivos en sus vidrios que obstaculicen la visibilidad",Transito,PUBLICO,CAMIONETA,1
2022,1,B12,No respetar las normas establecidas por la autoridad competente para el tránsito de cortejos fúnebres,Transito,Otros,Otros,1
2022,1,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PARTICULAR,AUTOMOVIL,1
2022,1,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,AUTOMOVIL,75
2022,1,B15,Conducir un vehículo de servicio público que no lleve el aviso de tarifas oficiales en condiciones de fácil lectura para los pasajeros o poseer este aviso deteriorado o adulterado,Transito,PUBLICO,CAMIONETA,1
2022,1,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,CAMION,3
2022,1,B19,"Realizar el cargue o descargue de un vehículo en sitios y horas prohibidas por las autoridades competentes, de acuerdo con lo establecido en las normas correspondientes",Transito,PUBLICO,TRACTO/CAMION,3
2022,1,B21,"Lavar vehículos en vía pública, en ríos, canales y quebradas",Transito,PUBLICO,TRACTO/CAMION,1
2022,1,B22,Llevar niños menores de diez (10) años en el asiento delantero,Transito,PARTICULAR,AUTOMOVIL,2
2022,1,B22,Llevar niños menores de diez (10) años en el asiento delantero,Transito,PUBLICO,AUTOMOVIL,2
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,OFICIAL,CAMIONETA,1
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,AUTOMOVIL,181
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMIONETA,40
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,CAMPERO,9
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PARTICULAR,MOTOCICLETA,52
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,AUTOMOVIL,43
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,BUS,3
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,BUSETA,2
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMION,14
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,CAMIONETA,7
2022,1,C02,Estacionar un vehículo en los sitios prohibidos,Transito,PUBLICO,MICROBUS,3
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,AUTOMOVIL,24
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMIONETA,11
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PARTICULAR,CAMPERO,2
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,AUTOMOVIL,3
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,BUS,13
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMION,1
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,CAMIONETA,1
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,MICROBUS,1
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,PUBLICO,TRACTO/CAMION,1
2022,1,C03,"Bloquear una calzada o intersección con un vehículo, salvo cuando el bloqueo obedezca a la ocurrencia de un accidente",Transito,Otros,BUSETA,1
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,AUTOMOVIL,29
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMION,5
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMIONETA,18
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PARTICULAR,CAMPERO,5
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,AUTOMOVIL,17
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,BUS,2
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,CAMION,12
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,CAMIONETA,8
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,TRACTO/CAMION,2
2022,1,C06,No utilizar el cinturón de seguridad por parte de los ocupantes del vehículo y los cinturones de seguridad en los asientos traseros en los vehículos fabricados a partir del año 2004,Transito,PUBLICO,VOLQUETA,3
2022,1,C07,"Dejar de señalizar con las luces direccionales o mediante señales de mano y con la debida anticipación, la maniobra de giro o de cambio de carril",Transito,PARTICULAR,AUTOMOVIL,1
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,CAMION,1
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,CAMIONETA,1
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PARTICULAR,MOTOCICLETA,5
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,AUTOMOVIL,1
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,CAMION,7
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,CAMIONETA,3
2022,1,C08,Transitar sin los dispositivos luminosos requeridos: no llevar los vehículos de servicio público y oficial no llevar marcado en los costados y en el techo el número de la placa o los demás elementos determinados en el Código,Transito,PUBLICO,VOLQUETA,1
2022,1,C10,Conducir un vehículo con una o varias puertas abiertas,Transito,PUBLICO,BUS,1
2022,1,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PARTICULAR,AUTOMOVIL,8
2022,1,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PARTICULAR,CAMIONETA,3
2022,1,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PUBLICO,AUTOMOVIL,2
2022,1,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PUBLICO,CAMION,1
2022,1,C11,No portar como mínimo el equipo de prevención y seguridad,Transito,PUBLICO,CAMIONETA,1
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,OFICIAL,MOTOCICLETA,1
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,AUTOMOVIL,2
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,CAMION,2
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCARRO,1
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,MOTOCICLETA,945
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PARTICULAR,VOLQUETA,1
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,AUTOMOVIL,20
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,CAMION,25
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,MICROBUS,1
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,TRACTO/CAMION,8
2022,1,C14,"Transitar por los siguientes sitios restringidos o en horas prohibidas por la autoridad competente.  Además, el vehículo será inmovilizado",Transito,PUBLICO,VOLQUETA,3
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,AUTOMOVIL,5
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,CAMIONETA,1
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,CAMPERO,1
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,MOTOCARRO,1
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PARTICULAR,MOTOCICLETA,16
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,AUTOMOVIL,5
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,BUS,5
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,CAMIONETA,1
2022,1,C15,"Conducir un vehículo, particular o público, excediendo la capacidad autorizada en la licencia de tránsito o tarjeta de operación",Transito,PUBLICO,MICROBUS,1
2022,1,C16,"Conducir un vehículo escolar sin el permiso respectivo o los distintivos reglamentarios,no llevar los colores verde blanco distribuidos a lo largo y ancho de la carrocería,en la parte posterior de ancho en colores amarillo y negro,no llevar la leyenda ESCOLAR,además el vehículo será inmovilización",Transito,PUBLICO,AUTOMOVIL,1
2022,1,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,AUTOMOVIL,1
2022,1,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUS,23
2022,1,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,BUSETA,3
2022,1,C19,"Dejar o recoger pasajeros en sitios distintos de los demarcados por las autoridades, al costado derecho de la vía, salvo en paraderos especiales de vías troncales que sean diseñadas y operadas con destinación exclusiva al transporte público masivo",Transito,PUBLICO,MICROBUS,3
2022,1,C20,"Conducir un vehículo de carga en que se transporten materiales deconstrucción o a granel sin las medidas de protección,higiene y seguridad ordenadas,de manera que cumpla con las medidas de seguridad vial y de normatividad ambiental.Además el vehículo será inmovilización",Transito,PUBLICO,CAMION,1
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,CAMION,2
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PARTICULAR,CAMIONETA,4
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,AUTOMOVIL,1
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,CAMION,1
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,CAMIONETA,3
2022,1,C22,"Transportar carga de dimensiones superiores a las autorizadas sin cumplir con los requisitos exigidos. Además, el vehículo será inmovilizado hasta que se remedie dicha situación",Transito,PUBLICO,TRACTO/CAMION,1
2022,1,C24,Conducir motocicleta sin observar las siguientes normas,Transito,Otros,Otros,1
2022,1,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,AUTOMOVIL,1
2022,1,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,MOTOCARRO,1
2022,1,C24,Conducir motocicleta sin observar las siguientes normas,Transito,PARTICULAR,MOTOCICLETA,533
2022,1,C25,Transitar sin atender alguna de las siguientes reglas,Transito,PARTICULAR,MOTOCICLETA,1
2022,1,C28,"Hacer uso de sirenas,luces intermitentes,o de alta intensidad y aparatos similares,los cuales están reservados a los vehículos de bomberos,ambulancias,recolectores de basura,socorro,emergencia,fuerzas militares,policía y autoridades de tránsito y transporte",Transito,PUBLICO,MICROBUS,1
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,AUTOMOVIL,54
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMIONETA,20
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,CAMPERO,5
2022,1,C31,No acatar las señales de tránsito o requerimientos impartidos por los agentes de tránsito,Transito,PARTICULAR,MOTOCARRO,1
